prices,market_caps,total_volumes,coin,date,date_unix
2.759680355219825,102790443.07618098,17638046.014286976,ribbon-finance,2021-10-26 21:37:37,1635284257.172
2.6973890596526466,100963701.71989986,17600723.885080498,ribbon-finance,2021-10-26 22:38:12,1635287892.655
2.6614181837812785,99105180.40778252,18531584.774226744,ribbon-finance,2021-10-26 23:37:48,1635291468.915
2.6747954654479247,99072207.53792167,18851436.371803127,ribbon-finance,2021-10-27 00:39:27,1635295167.837
2.681670504609063,99847212.03710969,12773685.088337963,ribbon-finance,2021-10-27 01:38:15,1635298695.987
2.6276431541710337,97791893.0166274,12784022.894715019,ribbon-finance,2021-10-27 02:38:45,1635302325.377
2.557849550001078,95082202.2328919,13702005.512343664,ribbon-finance,2021-10-27 03:37:28,1635305848.263
2.623355104153292,96818034.08954325,16696103.853699833,ribbon-finance,2021-10-27 04:37:35,1635309455.309
2.6077435213984086,97887857.08284554,16661780.580516022,ribbon-finance,2021-10-27 05:38:19,1635313099.419
2.60144714371885,96871994.81491002,16393107.871784888,ribbon-finance,2021-10-27 06:27:41,1635316061.178
2.584533173728826,96247143.97342299,16474418.242503839,ribbon-finance,2021-10-27 07:26:27,1635319587.937
2.260770979821074,84127783.16399874,17615678.263122242,ribbon-finance,2021-10-27 08:35:59,1635323759.753
2.3073976143121704,83298355.83229874,17736302.70850536,ribbon-finance,2021-10-27 09:37:30,1635327450.286
2.3528347403458256,87806675.79213925,17554732.023001306,ribbon-finance,2021-10-27 10:19:33,1635329973.273
2.3881761583417735,89174993.61957279,17729845.5115092,ribbon-finance,2021-10-27 11:37:37,1635334657.557
2.366739196549337,88028514.7673452,17552322.229603812,ribbon-finance,2021-10-27 12:33:44,1635338024.875
2.3668790856577675,88373211.72545646,17411809.797221128,ribbon-finance,2021-10-27 13:38:30,1635341910.09
2.371773252628162,88309561.52116053,17741482.759385645,ribbon-finance,2021-10-27 14:38:35,1635345515.191
2.377758540191874,88744446.54843561,18042065.134369105,ribbon-finance,2021-10-27 15:38:07,1635349087.932
2.367013840917051,88160743.4016246,18049347.52708729,ribbon-finance,2021-10-27 16:31:14,1635352274.758
2.3837070490848236,88634202.60078073,18377448.415565513,ribbon-finance,2021-10-27 17:37:36,1635356256.613
2.319869184475249,86386669.87809592,20665322.226679828,ribbon-finance,2021-10-27 18:37:50,1635359870.347
2.2935376425944396,85483363.16964994,20282666.768584415,ribbon-finance,2021-10-27 19:38:10,1635363490.335
2.3050802973984594,86092048.47185649,20395654.01734215,ribbon-finance,2021-10-27 20:37:42,1635367062.341
2.3099220751599816,86025139.97431032,20404118.216577686,ribbon-finance,2021-10-27 21:37:37,1635370657.531
2.3059059963885264,85866712.40473247,19883610.30305137,ribbon-finance,2021-10-27 22:37:23,1635374243.64
2.2957678302674984,85378121.307469,19371627.66119548,ribbon-finance,2021-10-27 23:38:11,1635377891.151
2.1717716764750223,80478769.71460426,21360755.479856383,ribbon-finance,2021-10-28 00:29:42,1635380982.347
2.171005405897779,80884140.9412532,21159204.63288268,ribbon-finance,2021-10-28 01:38:33,1635385113.204
2.178898648763191,81188777.9545658,19260798.62345095,ribbon-finance,2021-10-28 02:38:35,1635388715.645
2.1808740885124194,81551837.15631758,17549211.707795296,ribbon-finance,2021-10-28 03:39:33,1635392373.607
2.183263898599881,81512393.61415039,14811428.354457749,ribbon-finance,2021-10-28 04:37:48,1635395868.05
2.1905104219150715,81496873.75612088,14679112.04240066,ribbon-finance,2021-10-28 05:40:36,1635399636.086
2.1948644571000977,81940848.45347363,14708389.488140529,ribbon-finance,2021-10-28 06:16:49,1635401809.016
2.2138127661256046,82377198.65394948,15445645.92541151,ribbon-finance,2021-10-28 07:38:28,1635406708.919
2.245537158379992,82922198.93936664,13268949.262349652,ribbon-finance,2021-10-28 08:37:02,1635410222.533
2.253898496330045,84407622.12510714,12042812.052758254,ribbon-finance,2021-10-28 09:39:29,1635413969.207
2.277833050674558,84812138.8761048,11240439.556093713,ribbon-finance,2021-10-28 10:29:47,1635416987.287
2.2676071979981764,84836473.80272876,10814077.039653087,ribbon-finance,2021-10-28 11:14:51,1635419691.893
2.2840827131021935,82592781.80462477,13670341.128866192,ribbon-finance,2021-10-28 12:38:37,1635424717.34
2.3115535112599117,85830945.05654068,14378355.44468978,ribbon-finance,2021-10-28 13:36:32,1635428192.851
2.3524327633612856,87546161.53449693,15053750.52203176,ribbon-finance,2021-10-28 14:34:44,1635431684.825
2.3481692585396847,87867249.92196856,15198141.197357565,ribbon-finance,2021-10-28 15:38:32,1635435512.615
2.3578878494620374,87943571.0344115,15175833.57916374,ribbon-finance,2021-10-28 16:36:40,1635439000.065
2.3795981365720884,88306148.89960745,15663292.077051472,ribbon-finance,2021-10-28 17:38:10,1635442690.224
2.375106786661543,88494806.53855343,13290635.284657488,ribbon-finance,2021-10-28 18:37:15,1635446235.878
2.3587066971009043,87735966.94402432,13297649.99238197,ribbon-finance,2021-10-28 19:33:23,1635449603.17
2.3991821225029257,88902923.24513365,13233678.438385412,ribbon-finance,2021-10-28 20:38:31,1635453511.783
2.234803358311761,88722035.61911641,15864943.79440262,ribbon-finance,2021-10-28 21:39:27,1635457167.779
2.24954217943787,83716884.41969171,16502896.92272876,ribbon-finance,2021-10-28 22:38:54,1635460734.124
